"국가","광종","수입","항목","단위","2023 년",
"오스트리아","불      석(MT)","수입%","수입 실적","","15",
"오스트리아","불      석(MT)","수입금액","수입 실적","","71",
"오스트리아","불      석(MT)","수입물량","수입 실적","","30",
"오스트리아","명  반  석(MT)","수입%","수입 실적","","4",
"오스트리아","명  반  석(MT)","수입금액","수입 실적","","1",
"오스트리아","명  반  석(MT)","수입물량","수입 실적","","0",
"오스트리아","기타비금속(MT)","수입%","수입 실적","","0",
"오스트리아","기타비금속(MT)","수입금액","수입 실적","","10",
"오스트리아","기타비금속(MT)","수입물량","수입 실적","","10",
"오스트리아","토      탄(MT)","수입%","수입 실적","","0",
"오스트리아","토      탄(MT)","수입금액","수입 실적","","2",
"오스트리아","토      탄(MT)","수입물량","수입 실적","","0",
"온두라스","합계(MT)","수입%","수입 실적","","2",
"온두라스","합계(MT)","수입금액","수입 실적","","34878",
"온두라스","합계(MT)","수입물량","수입 실적","","23387",
"온두라스","연      광(MT)","수입%","수입 실적","","1",
"온두라스","연      광(MT)","수입금액","수입 실적","","18683",
"온두라스","연      광(MT)","수입물량","수입 실적","","8424",
"온두라스","아  연  광(MT)","수입%","수입 실적","","1",
"온두라스","아  연  광(MT)","수입금액","수입 실적","","16195",
"온두라스","아  연  광(MT)","수입물량","수입 실적","","14963",
"우루과이","합계(MT)","수입%","수입 실적","","7",
"우루과이","합계(MT)","수입금액","수입 실적","","25211",
"우루과이","합계(MT)","수입물량","수입 실적","","3",
"우루과이","은      광(Kg)","수입%","수입 실적","","7",
"우루과이","은      광(Kg)","수입금액","수입 실적","","25193",
"우루과이","은      광(Kg)","수입물량","수입 실적","","3148",
"우루과이","철      광(MT)","수입%","수입 실적","","0",
"우루과이","철      광(MT)","수입금액","수입 실적","","10",
"우루과이","철      광(MT)","수입물량","수입 실적","","0",
"우루과이","기타비금속(MT)","수입%","수입 실적","","0",
"우루과이","기타비금속(MT)","수입금액","수입 실적","","8",
"우루과이","기타비금속(MT)","수입물량","수입 실적","","0",
"우즈베키스탄","석 재(MT)","수입%","수입 실적","","0",
"우즈베키스탄","석 재(MT)","수입금액","수입 실적","","0",
"우즈베키스탄","석 재(MT)","수입물량","수입 실적","","0",
"우즈베키스탄","합계(MT)","수입%","수입 실적","","0",
"우즈베키스탄","합계(MT)","수입금액","수입 실적","","0",
"우즈베키스탄","합계(MT)","수입물량","수입 실적","","0",
"우즈베키스탄","활      석(MT)","수입%","수입 실적","","0",
"우즈베키스탄","활      석(MT)","수입금액","수입 실적","","0",
"우즈베키스탄","활      석(MT)","수입물량","수입 실적","","0",
"우즈베키스탄","고  령  토(MT)","수입%","수입 실적","","0",
"우즈베키스탄","고  령  토(MT)","수입금액","수입 실적","","0",
"우즈베키스탄","고  령  토(MT)","수입물량","수입 실적","","0",
"우즈베키스탄","규  조  토(MT)","수입%","수입 실적","","0",
"우즈베키스탄","규  조  토(MT)","수입금액","수입 실적","","0",
"우즈베키스탄","규  조  토(MT)","수입물량","수입 실적","","0",
"우즈베키스탄","운      모(MT)","수입%","수입 실적","","0",
"우즈베키스탄","운      모(MT)","수입금액","수입 실적","","0",
"우즈베키스탄","운      모(MT)","수입물량","수입 실적","","0",
"우즈베키스탄","중  정  석(MT)","수입%","수입 실적","","0",
"우즈베키스탄","중  정  석(MT)","수입금액","수입 실적","","0",
"우즈베키스탄","중  정  석(MT)","수입물량","수입 실적","","0",
"우즈베키스탄","마그네사이트(MT)","수입%","수입 실적","","0",
"우즈베키스탄","마그네사이트(MT)","수입금액","수입 실적","","0",
"우즈베키스탄","마그네사이트(MT)","수입물량","수입 실적","","0",
"우즈베키스탄","석      고(MT)","수입%","수입 실적","","0",
"우즈베키스탄","석      고(MT)","수입금액","수입 실적","","0",
"우즈베키스탄","석      고(MT)","수입물량","수입 실적","","0",
"우즈베키스탄","기타비금속(MT)","수입%","수입 실적","","0",
"우즈베키스탄","기타비금속(MT)","수입금액","수입 실적","","0",
"우즈베키스탄","기타비금속(MT)","수입물량","수입 실적","","0",
"우크라이나","석 재(MT)","수입%","수입 실적","","0",
"우크라이나","석 재(MT)","수입금액","수입 실적","","0",
"우크라이나","석 재(MT)","수입물량","수입 실적","","0",
"우크라이나","합계(MT)","수입%","수입 실적","","1",
"우크라이나","합계(MT)","수입금액","수입 실적","","563",
"우크라이나","합계(MT)","수입물량","수입 실적","","256",
"우크라이나","철      광(MT)","수입%","수입 실적","","0",
"우크라이나","철      광(MT)","수입금액","수입 실적","","0",
"우크라이나","철      광(MT)","수입물량","수입 실적","","0",
"우크라이나","티 타 늄광(MT)","수입%","수입 실적","","1",
"우크라이나","티 타 늄광(MT)","수입금액","수입 실적","","563",
"우크라이나","티 타 늄광(MT)","수입물량","수입 실적","","256",
"우크라이나","유  연  탄(MT)","수입%","수입 실적","","0",
"우크라이나","유  연  탄(MT)","수입금액","수입 실적","","0",
"우크라이나","유  연  탄(MT)","수입물량","수입 실적","","0",
"이라크","석 재(MT)","수입%","수입 실적","","0",
"이라크","석 재(MT)","수입금액","수입 실적","","0",
"이라크","석 재(MT)","수입물량","수입 실적","","0",
"이라크","합계(MT)","수입%","수입 실적","","0",
"이라크","합계(MT)","수입금액","수입 실적","","0",
"이라크","합계(MT)","수입물량","수입 실적","","0",
"이라크","규  조  토(MT)","수입%","수입 실적","","0",
"이라크","규  조  토(MT)","수입금액","수입 실적","","0",
"이라크","규  조  토(MT)","수입물량","수입 실적","","0",
"이란","석 재(MT)","수입%","수입 실적","","0",
"이란","석 재(MT)","수입금액","수입 실적","","24",
"이란","석 재(MT)","수입물량","수입 실적","","38",
"이란","합계(MT)","수입%","수입 실적","","0",
"이란","합계(MT)","수입금액","수입 실적","","149",
"이란","합계(MT)","수입물량","수입 실적","","1051",
"이란","고  령  토(MT)","수입%","수입 실적","","0",
"이란","고  령  토(MT)","수입금액","수입 실적","","124",
"이란","고  령  토(MT)","수입물량","수입 실적","","1013",
"이란","규  조  토(MT)","수입%","수입 실적","","0",
"이란","규  조  토(MT)","수입금액","수입 실적","","1",
"이란","규  조  토(MT)","수입물량","수입 실적","","0",
"이란","석      고(MT)","수입%","수입 실적","","0",
"이란","석      고(MT)","수입금액","수입 실적","","0",
"이란","석      고(MT)","수입물량","수입 실적","","0",
"이스라엘","석 재(MT)","수입%","수입 실적","","0",
"이스라엘","석 재(MT)","수입금액","수입 실적","","6",
"이스라엘","석 재(MT)","수입물량","수입 실적","","0",
"이스라엘","합계(MT)","수입%","수입 실적","","1",
"이스라엘","합계(MT)","수입금액","수입 실적","","588",
"이스라엘","합계(MT)","수입물량","수입 실적","","134",
"이스라엘","운      모(MT)","수입%","수입 실적","","0",
"이스라엘","운      모(MT)","수입금액","수입 실적","","0",
"이스라엘","운      모(MT)","수입물량","수입 실적","","0",
"이스라엘","마그네사이트(MT)","수입%","수입 실적","","1",
"이스라엘","마그네사이트(MT)","수입금액","수입 실적","","428",
"이스라엘","마그네사이트(MT)","수입물량","수입 실적","","134",
"이스라엘","석      고(MT)","수입%","수입 실적","","0",
"이스라엘","석      고(MT)","수입금액","수입 실적","","0",
"이스라엘","석      고(MT)","수입물량","수입 실적","","0",
"이스라엘","금  강  석(Kg)","수입%","수입 실적","","0",
"이스라엘","금  강  석(Kg)","수입금액","수입 실적","","154",
"이스라엘","금  강  석(Kg)","수입물량","수입 실적","","3",
"이집트","석 재(MT)","수입%","수입 실적","","3",
"이집트","석 재(MT)","수입금액","수입 실적","","17992",
"이집트","석 재(MT)","수입물량","수입 실적","","182350",
"이집트","합계(MT)","수입%","수입 실적","","5",
"이집트","합계(MT)","수입금액","수입 실적","","19394",
"이집트","합계(MT)","수입물량","수입 실적","","196719",
"이집트","티 타 늄광(MT)","수입%","수입 실적","","0",
"이집트","티 타 늄광(MT)","수입금액","수입 실적","","0",
"이집트","티 타 늄광(MT)","수입물량","수입 실적","","0",
"이집트","활      석(MT)","수입%","수입 실적","","0",
"이집트","활      석(MT)","수입금액","수입 실적","","0",
"이집트","활      석(MT)","수입물량","수입 실적","","0",
"이집트","고  령  토(MT)","수입%","수입 실적","","0",
"이집트","고  령  토(MT)","수입금액","수입 실적","","0",
"이집트","고  령  토(MT)","수입물량","수입 실적","","0",
"이집트","석  회  석(MT)","수입%","수입 실적","","0",
"이집트","석  회  석(MT)","수입금액","수입 실적","","0",
"이집트","석  회  석(MT)","수입물량","수입 실적","","0",
"이집트","규      사(MT)","수입%","수입 실적","","2",
"이집트","규      사(MT)","수입금액","수입 실적","","999",
"이집트","규      사(MT)","수입물량","수입 실적","","12085",
"이집트","인  광  석(MT)","수입%","수입 실적","","0",
"이집트","인  광  석(MT)","수입금액","수입 실적","","399",
"이집트","인  광  석(MT)","수입물량","수입 실적","","2235",
"이집트","마그네사이트(MT)","수입%","수입 실적","","0",
"이집트","마그네사이트(MT)","수입금액","수입 실적","","0",
"이집트","마그네사이트(MT)","수입물량","수입 실적","","0",
"이집트","석      고(MT)","수입%","수입 실적","","0",
"이집트","석      고(MT)","수입금액","수입 실적","","4",
"이집트","석      고(MT)","수입물량","수입 실적","","48",
"이탈리아","석 재(MT)","수입%","수입 실적","","3",
"이탈리아","석 재(MT)","수입금액","수입 실적","","20578",
"이탈리아","석 재(MT)","수입물량","수입 실적","","7103",
"이탈리아","합계(MT)","수입%","수입 실적","","11",
"이탈리아","합계(MT)","수입금액","수입 실적","","22181",
"이탈리아","합계(MT)","수입물량","수입 실적","","9696",
"이탈리아","몰리브덴광(MT)","수입%","수입 실적","","0",
"이탈리아","몰리브덴광(MT)","수입금액","수입 실적","","0",
"이탈리아","몰리브덴광(MT)","수입물량","수입 실적","","0",
"이탈리아","알루미늄광(MT)","수입%","수입 실적","","0",
"이탈리아","알루미늄광(MT)","수입금액","수입 실적","","0",
"이탈리아","알루미늄광(MT)","수입물량","수입 실적","","0",
"이탈리아","토상  흑연(MT)","수입%","수입 실적","","0",
"이탈리아","토상  흑연(MT)","수입금액","수입 실적","","2",
"이탈리아","토상  흑연(MT)","수입물량","수입 실적","","0",
"이탈리아","활      석(MT)","수입%","수입 실적","","0",
"이탈리아","활      석(MT)","수입금액","수입 실적","","103",
"이탈리아","활      석(MT)","수입물량","수입 실적","","65",
"이탈리아","장      석(MT)","수입%","수입 실적","","4",
"이탈리아","장      석(MT)","수입금액","수입 실적","","58",
"이탈리아","장      석(MT)","수입물량","수입 실적","","121",
"이탈리아","고  령  토(MT)","수입%","수입 실적","","0",
"이탈리아","고  령  토(MT)","수입금액","수입 실적","","0",
"이탈리아","고  령  토(MT)","수입물량","수입 실적","","0",
"이탈리아","석  회  석(MT)","수입%","수입 실적","","1",
"이탈리아","석  회  석(MT)","수입금액","수입 실적","","607",
"이탈리아","석  회  석(MT)","수입물량","수입 실적","","2057",
"이탈리아","규      석(MT)","수입%","수입 실적","","0",
"이탈리아","규      석(MT)","수입금액","수입 실적","","71",
"이탈리아","규      석(MT)","수입물량","수입 실적","","117",
"이탈리아","규      사(MT)","수입%","수입 실적","","0",
"이탈리아","규      사(MT)","수입금액","수입 실적","","7",
"이탈리아","규      사(MT)","수입물량","수입 실적","","12",
"이탈리아","규  조  토(MT)","수입%","수입 실적","","2",
"이탈리아","규  조  토(MT)","수입금액","수입 실적","","661",
"이탈리아","규  조  토(MT)","수입물량","수입 실적","","155",
"이탈리아","규  회  석(MT)","수입%","수입 실적","","0",
"이탈리아","규  회  석(MT)","수입금액","수입 실적","","0",
"이탈리아","규  회  석(MT)","수입물량","수입 실적","","0",
"이탈리아","운      모(MT)","수입%","수입 실적","","0",
"이탈리아","운      모(MT)","수입금액","수입 실적","","21",
"이탈리아","운      모(MT)","수입물량","수입 실적","","9",
"이탈리아","마그네사이트(MT)","수입%","수입 실적","","0",
"이탈리아","마그네사이트(MT)","수입금액","수입 실적","","43",
"이탈리아","마그네사이트(MT)","수입물량","수입 실적","","20",
"이탈리아","석      고(MT)","수입%","수입 실적","","0",
"이탈리아","석      고(MT)","수입금액","수입 실적","","2",
"이탈리아","석      고(MT)","수입물량","수입 실적","","2",
"이탈리아","명  반  석(MT)","수입%","수입 실적","","0",
"이탈리아","명  반  석(MT)","수입금액","수입 실적","","0",
"이탈리아","명  반  석(MT)","수입물량","수입 실적","","0",
"이탈리아","금  강  석(Kg)","수입%","수입 실적","","0",
"이탈리아","금  강  석(Kg)","수입금액","수입 실적","","5",
"이탈리아","금  강  석(Kg)","수입물량","수입 실적","","0",
"이탈리아","기타비금속(MT)","수입%","수입 실적","","0",
"이탈리아","기타비금속(MT)","수입금액","수입 실적","","0",
"이탈리아","기타비금속(MT)","수입물량","수입 실적","","0",
"이탈리아","토      탄(MT)","수입%","수입 실적","","0",
"이탈리아","토      탄(MT)","수입금액","수입 실적","","23",
"이탈리아","토      탄(MT)","수입물량","수입 실적","","35",
"인도","석 재(MT)","수입%","수입 실적","","2",
"인도","석 재(MT)","수입금액","수입 실적","","9508",
"인도","석 재(MT)","수입물량","수입 실적","","17924",
"인도","합계(MT)","수입%","수입 실적","","227",
"인도","합계(MT)","수입금액","수입 실적","","152225",
"인도","합계(MT)","수입물량","수입 실적","","408860",
"인도","금      광(Kg)","수입%","수입 실적","","1",
"인도","금      광(Kg)","수입금액","수입 실적","","913",
"인도","금      광(Kg)","수입물량","수입 실적","","15",
"인도","동      광(MT)","수입%","수입 실적","","0",
"인도","동      광(MT)","수입금액","수입 실적","","13270",
"인도","동      광(MT)","수입물량","수입 실적","","4825",
"인도","아  연  광(MT)","수입%","수입 실적","","0",
"인도","아  연  광(MT)","수입금액","수입 실적","","2954",
"인도","아  연  광(MT)","수입물량","수입 실적","","21564",
"인도","철      광(MT)","수입%","수입 실적","","0",
"인도","철      광(MT)","수입금액","수입 실적","","24760",
"인도","철      광(MT)","수입물량","수입 실적","","160547",
"인도","텅 스 텐광(MT)","수입%","수입 실적","","0",
"인도","텅 스 텐광(MT)","수입금액","수입 실적","","0",
"인도","텅 스 텐광(MT)","수입물량","수입 실적","","0",
"인도","니      켈(MT)","수입%","수입 실적","","0",
"인도","니      켈(MT)","수입금액","수입 실적","","0",
"인도","니      켈(MT)","수입물량","수입 실적","","0",
"인도","코  발  트(MT)","수입%","수입 실적","","0",
"인도","코  발  트(MT)","수입금액","수입 실적","","0",
"인도","코  발  트(MT)","수입물량","수입 실적","","0",
"인도","티 타 늄광(MT)","수입%","수입 실적","","26",
"인도","티 타 늄광(MT)","수입금액","수입 실적","","13231",
"인도","티 타 늄광(MT)","수입물량","수입 실적","","31406",
"인도","알루미늄광(MT)","수입%","수입 실적","","0",
"인도","알루미늄광(MT)","수입금액","수입 실적","","34",
"인도","알루미늄광(MT)","수입물량","수입 실적","","330",
"인도","기타  금속(MT)","수입%","수입 실적","","0",
"인도","기타  금속(MT)","수입금액","수입 실적","","0",
"인도","기타  금속(MT)","수입물량","수입 실적","","0",
"인도","토상  흑연(MT)","수입%","수입 실적","","0",
"인도","토상  흑연(MT)","수입금액","수입 실적","","0",
"인도","토상  흑연(MT)","수입물량","수입 실적","","0",
"인도","활      석(MT)","수입%","수입 실적","","8",
"인도","활      석(MT)","수입금액","수입 실적","","2944",
"인도","활      석(MT)","수입물량","수입 실적","","16151",
"인도","납      석(MT)","수입%","수입 실적","","12",
"인도","납      석(MT)","수입금액","수입 실적","","31",
"인도","납      석(MT)","수입물량","수입 실적","","240",
"인도","장      석(MT)","수입%","수입 실적","","47",
"인도","장      석(MT)","수입금액","수입 실적","","623",
"인도","장      석(MT)","수입물량","수입 실적","","5432",
"인도","고  령  토(MT)","수입%","수입 실적","","4",
"인도","고  령  토(MT)","수입금액","수입 실적","","3210",
"인도","고  령  토(MT)","수입물량","수입 실적","","41375",
"인도","석  회  석(MT)","수입%","수입 실적","","0",
"인도","석  회  석(MT)","수입금액","수입 실적","","0",
"인도","석  회  석(MT)","수입물량","수입 실적","","0",
"인도","규      석(MT)","수입%","수입 실적","","38",
"인도","규      석(MT)","수입금액","수입 실적","","7362",
"인도","규      석(MT)","수입물량","수입 실적","","59870",
"인도","규      사(MT)","수입%","수입 실적","","1",
"인도","규      사(MT)","수입금액","수입 실적","","392",
"인도","규      사(MT)","수입물량","수입 실적","","8736",
"인도","규  조  토(MT)","수입%","수입 실적","","9",
"인도","규  조  토(MT)","수입금액","수입 실적","","3923",
"인도","규  조  토(MT)","수입물량","수입 실적","","39681",
"인도","유      황(MT)","수입%","수입 실적","","0",
"인도","유      황(MT)","수입금액","수입 실적","","0",
"인도","유      황(MT)","수입물량","수입 실적","","0",
"인도","규  회  석(MT)","수입%","수입 실적","","0",
"인도","규  회  석(MT)","수입금액","수입 실적","","11",
"인도","규  회  석(MT)","수입물량","수입 실적","","7",
"인도","운      모(MT)","수입%","수입 실적","","2",
"인도","운      모(MT)","수입금액","수입 실적","","552",
"인도","운      모(MT)","수입물량","수입 실적","","753",
"인도","중  정  석(MT)","수입%","수입 실적","","0",
"인도","중  정  석(MT)","수입금액","수입 실적","","0",
"인도","중  정  석(MT)","수입물량","수입 실적","","0",
"인도","마그네사이트(MT)","수입%","수입 실적","","0",
"인도","마그네사이트(MT)","수입금액","수입 실적","","150",
"인도","마그네사이트(MT)","수입물량","수입 실적","","18",
"인도","석      고(MT)","수입%","수입 실적","","0",
"인도","석      고(MT)","수입금액","수입 실적","","3",
"인도","석      고(MT)","수입물량","수입 실적","","0",
"인도","불      석(MT)","수입%","수입 실적","","0",
"인도","불      석(MT)","수입금액","수입 실적","","0",
"인도","불      석(MT)","수입물량","수입 실적","","0",
"인도","수      정(MT)","수입%","수입 실적","","1",
"인도","수      정(MT)","수입금액","수입 실적","","1",
"인도","수      정(MT)","수입물량","수입 실적","","0",
"인도","금  강  석(Kg)","수입%","수입 실적","","74",
"인도","금  강  석(Kg)","수입금액","수입 실적","","68353",
"인도","금  강  석(Kg)","수입물량","수입 실적","","577",
"인도","기타비금속(MT)","수입%","수입 실적","","0",
"인도","기타비금속(MT)","수입금액","수입 실적","","0",
"인도","기타비금속(MT)","수입물량","수입 실적","","0",
"인도","유  연  탄(MT)","수입%","수입 실적","","0",
"인도","유  연  탄(MT)","수입금액","수입 실적","","0",
"인도","유  연  탄(MT)","수입물량","수입 실적","","0",
"인도","기타  석탄(MT)","수입%","수입 실적","","0",
"인도","기타  석탄(MT)","수입금액","수입 실적","","0",
"인도","기타  석탄(MT)","수입물량","수입 실적","","0",
"인도네시아","석 재(MT)","수입%","수입 실적","","0",
"인도네시아","석 재(MT)","수입금액","수입 실적","","1082",
"인도네시아","석 재(MT)","수입물량","수입 실적","","2375",
"인도네시아","합계(MT)","수입%","수입 실적","","154",
"인도네시아","합계(MT)","수입금액","수입 실적","","4011434",
"인도네시아","합계(MT)","수입물량","수입 실적","","27034364",
"인도네시아","동      광(MT)","수입%","수입 실적","","22",
"인도네시아","동      광(MT)","수입금액","수입 실적","","1304221",
"인도네시아","동      광(MT)","수입물량","수입 실적","","422689",
"인도네시아","아  연  광(MT)","수입%","수입 실적","","0",
"인도네시아","아  연  광(MT)","수입금액","수입 실적","","2569",
"인도네시아","아  연  광(MT)","수입물량","수입 실적","","2525",
"인도네시아","주  석  광(MT)","수입%","수입 실적","","0",
"인도네시아","주  석  광(MT)","수입금액","수입 실적","","0",
"인도네시아","주  석  광(MT)","수입물량","수입 실적","","0",
"인도네시아","질 코 늄광(MT)","수입%","수입 실적","","1",
"인도네시아","질 코 늄광(MT)","수입금액","수입 실적","","126",
"인도네시아","질 코 늄광(MT)","수입물량","수입 실적","","60",
"인도네시아","알루미늄광(MT)","수입%","수입 실적","","0",
"인도네시아","알루미늄광(MT)","수입금액","수입 실적","","0",
"인도네시아","알루미늄광(MT)","수입물량","수입 실적","","0",
"인도네시아","게르마늄광(MT)","수입%","수입 실적","","0",
"인도네시아","게르마늄광(MT)","수입금액","수입 실적","","0",
"인도네시아","게르마늄광(MT)","수입물량","수입 실적","","0",
"인도네시아","토상  흑연(MT)","수입%","수입 실적","","0",
"인도네시아","토상  흑연(MT)","수입금액","수입 실적","","0",
"인도네시아","토상  흑연(MT)","수입물량","수입 실적","","0",
"인도네시아","활      석(MT)","수입%","수입 실적","","0",
"인도네시아","활      석(MT)","수입금액","수입 실적","","0",
"인도네시아","활      석(MT)","수입물량","수입 실적","","0",
"인도네시아","납      석(MT)","수입%","수입 실적","","0",
"인도네시아","납      석(MT)","수입금액","수입 실적","","0",
"인도네시아","납      석(MT)","수입물량","수입 실적","","0",
"인도네시아","장      석(MT)","수입%","수입 실적","","0",
"인도네시아","장      석(MT)","수입금액","수입 실적","","0",
"인도네시아","장      석(MT)","수입물량","수입 실적","","0",
"인도네시아","고  령  토(MT)","수입%","수입 실적","","1",
"인도네시아","고  령  토(MT)","수입금액","수입 실적","","566",
"인도네시아","고  령  토(MT)","수입물량","수입 실적","","2421",
"인도네시아","석  회  석(MT)","수입%","수입 실적","","0",
"인도네시아","석  회  석(MT)","수입금액","수입 실적","","0",
"인도네시아","석  회  석(MT)","수입물량","수입 실적","","0",
"인도네시아","규      석(MT)","수입%","수입 실적","","0",
"인도네시아","규      석(MT)","수입금액","수입 실적","","0",
"인도네시아","규      석(MT)","수입물량","수입 실적","","0",
"인도네시아","규      사(MT)","수입%","수입 실적","","0",
"인도네시아","규      사(MT)","수입금액","수입 실적","","0",
"인도네시아","규      사(MT)","수입물량","수입 실적","","0",
"인도네시아","규  조  토(MT)","수입%","수입 실적","","13",
"인도네시아","규  조  토(MT)","수입금액","수입 실적","","5777",
"인도네시아","규  조  토(MT)","수입물량","수입 실적","","11934",
"인도네시아","형      석(MT)","수입%","수입 실적","","0",
"인도네시아","형      석(MT)","수입금액","수입 실적","","0",
"인도네시아","형      석(MT)","수입물량","수입 실적","","0",
"인도네시아","인  광  석(MT)","수입%","수입 실적","","0",
"인도네시아","인  광  석(MT)","수입금액","수입 실적","","0",
"인도네시아","인  광  석(MT)","수입물량","수입 실적","","0",
"인도네시아","유      황(MT)","수입%","수입 실적","","0",
"인도네시아","유      황(MT)","수입금액","수입 실적","","2",
"인도네시아","유      황(MT)","수입물량","수입 실적","","0",
"인도네시아","규  회  석(MT)","수입%","수입 실적","","0",
"인도네시아","규  회  석(MT)","수입금액","수입 실적","","0",
"인도네시아","규  회  석(MT)","수입물량","수입 실적","","0",
"인도네시아","운      모(MT)","수입%","수입 실적","","0",
"인도네시아","운      모(MT)","수입금액","수입 실적","","0",
"인도네시아","운      모(MT)","수입물량","수입 실적","","0",
"인도네시아","중  정  석(MT)","수입%","수입 실적","","0",
"인도네시아","중  정  석(MT)","수입금액","수입 실적","","0",
"인도네시아","중  정  석(MT)","수입물량","수입 실적","","0",
"인도네시아","마그네사이트(MT)","수입%","수입 실적","","0",
"인도네시아","마그네사이트(MT)","수입금액","수입 실적","","0",
"인도네시아","마그네사이트(MT)","수입물량","수입 실적","","0",
"인도네시아","석      고(MT)","수입%","수입 실적","","0",
"인도네시아","석      고(MT)","수입금액","수입 실적","","101",
"인도네시아","석      고(MT)","수입물량","수입 실적","","152",
"인도네시아","기타비금속(MT)","수입%","수입 실적","","3",
"인도네시아","기타비금속(MT)","수입금액","수입 실적","","2151",
"인도네시아","기타비금속(MT)","수입물량","수입 실적","","1147",
"인도네시아","무  연  탄(MT)","수입%","수입 실적","","0",
"인도네시아","무  연  탄(MT)","수입금액","수입 실적","","0",
"인도네시아","무  연  탄(MT)","수입물량","수입 실적","","0",
"인도네시아","유  연  탄(MT)","수입%","수입 실적","","13",
"인도네시아","유  연  탄(MT)","수입금액","수입 실적","","2520727",
"인도네시아","유  연  탄(MT)","수입물량","수입 실적","","24699979",
"인도네시아","기타  석탄(MT)","수입%","수입 실적","","100",
"인도네시아","기타  석탄(MT)","수입금액","수입 실적","","174112",
"인도네시아","기타  석탄(MT)","수입물량","수입 실적","","1891079",
"인도네시아","갈      탄(MT)","수입%","수입 실적","","0",
"인도네시아","갈      탄(MT)","수입금액","수입 실적","","0",
"인도네시아","갈      탄(MT)","수입물량","수입 실적","","2",
"일본","석 재(MT)","수입%","수입 실적","","0",
"일본","석 재(MT)","수입금액","수입 실적","","314",
"일본","석 재(MT)","수입물량","수입 실적","","190",
"일본","합계(MT)","수입%","수입 실적","","380",
"일본","합계(MT)","수입금액","수입 실적","","70125",
"일본","합계(MT)","수입물량","수입 실적","","1568632",
"일본","금      광(Kg)","수입%","수입 실적","","0",
"일본","금      광(Kg)","수입금액","수입 실적","","6",
"일본","금      광(Kg)","수입물량","수입 실적","","0",
"일본","아  연  광(MT)","수입%","수입 실적","","0",
"일본","아  연  광(MT)","수입금액","수입 실적","","513",
"일본","아  연  광(MT)","수입물량","수입 실적","","610",
"일본","철      광(MT)","수입%","수입 실적","","0",
"일본","철      광(MT)","수입금액","수입 실적","","0",
"일본","철      광(MT)","수입물량","수입 실적","","0",
"일본","텅 스 텐광(MT)","수입%","수입 실적","","61",
"일본","텅 스 텐광(MT)","수입금액","수입 실적","","549",
"일본","텅 스 텐광(MT)","수입물량","수입 실적","","40",
"일본","몰리브덴광(MT)","수입%","수입 실적","","0",
"일본","몰리브덴광(MT)","수입금액","수입 실적","","3195",
"일본","몰리브덴광(MT)","수입물량","수입 실적","","277",
"일본","망  간  광(MT)","수입%","수입 실적","","0",
"일본","망  간  광(MT)","수입금액","수입 실적","","14",
"일본","망  간  광(MT)","수입물량","수입 실적","","1",
"일본","주  석  광(MT)","수입%","수입 실적","","100",
"일본","주  석  광(MT)","수입금액","수입 실적","","202",
"일본","주  석  광(MT)","수입물량","수입 실적","","49",
"일본","유  화  철(MT)","수입%","수입 실적","","8",
"일본","유  화  철(MT)","수입금액","수입 실적","","73",
"일본","유  화  철(MT)","수입물량","수입 실적","","33",
"일본","니      켈(MT)","수입%","수입 실적","","0",
"일본","니      켈(MT)","수입금액","수입 실적","","67",
"일본","니      켈(MT)","수입물량","수입 실적","","132",
"일본","크  롬  광(MT)","수입%","수입 실적","","1",
"일본","크  롬  광(MT)","수입금액","수입 실적","","24",
"일본","크  롬  광(MT)","수입물량","수입 실적","","18",
"일본","티 타 늄광(MT)","수입%","수입 실적","","0",
"일본","티 타 늄광(MT)","수입금액","수입 실적","","0",
"일본","티 타 늄광(MT)","수입물량","수입 실적","","0",
"일본","질 코 늄광(MT)","수입%","수입 실적","","0",
"일본","질 코 늄광(MT)","수입금액","수입 실적","","0",
"일본","질 코 늄광(MT)","수입물량","수입 실적","","0",
"일본","인상  흑연(MT)","수입%","수입 실적","","2",
"일본","인상  흑연(MT)","수입금액","수입 실적","","331",
"일본","인상  흑연(MT)","수입물량","수입 실적","","73",
"일본","토상  흑연(MT)","수입%","수입 실적","","0",
"일본","토상  흑연(MT)","수입금액","수입 실적","","384",
"일본","토상  흑연(MT)","수입물량","수입 실적","","119",
"일본","활      석(MT)","수입%","수입 실적","","3",
"일본","활      석(MT)","수입금액","수입 실적","","1142",
"일본","활      석(MT)","수입물량","수입 실적","","606",
"일본","납      석(MT)","수입%","수입 실적","","0",
"일본","납      석(MT)","수입금액","수입 실적","","0",
"일본","납      석(MT)","수입물량","수입 실적","","0",
"일본","장      석(MT)","수입%","수입 실적","","0",
"일본","장      석(MT)","수입금액","수입 실적","","0",
"일본","장      석(MT)","수입물량","수입 실적","","0",
"일본","고  령  토(MT)","수입%","수입 실적","","2",
"일본","고  령  토(MT)","수입금액","수입 실적","","1718",
"일본","고  령  토(MT)","수입물량","수입 실적","","1081",
"일본","석  회  석(MT)","수입%","수입 실적","","63",
"일본","석  회  석(MT)","수입금액","수입 실적","","35379",
"일본","석  회  석(MT)","수입물량","수입 실적","","1452509",
"일본","규      석(MT)","수입%","수입 실적","","0",
"일본","규      석(MT)","수입금액","수입 실적","","14",
"일본","규      석(MT)","수입물량","수입 실적","","7",
"일본","규      사(MT)","수입%","수입 실적","","0",
