국가,광종,수입,항목,단위,2023 년,Unnamed: 6,위도,경도
쿠웨이트,합계(MT),수입물량,수입 실적,,0,,,
쿠웨이트,규  조  토(MT),수입%,수입 실적,,0,,,
쿠웨이트,규  조  토(MT),수입금액,수입 실적,,0,,,
쿠웨이트,규  조  토(MT),수입물량,수입 실적,,0,,,
큐라소,합계(MT),수입%,수입 실적,,0,,,
큐라소,합계(MT),수입금액,수입 실적,,634,,,
큐라소,합계(MT),수입물량,수입 실적,,426,,,
큐라소,몰리브덴광(MT),수입%,수입 실적,,0,,,
큐라소,몰리브덴광(MT),수입금액,수입 실적,,634,,,
큐라소,몰리브덴광(MT),수입물량,수입 실적,,426,,,
크로아티아,석 재(MT),수입%,수입 실적,,0,,,
크로아티아,석 재(MT),수입금액,수입 실적,,31,,,
크로아티아,석 재(MT),수입물량,수입 실적,,39,,,
크로아티아,합계(MT),수입%,수입 실적,,1,,,
크로아티아,합계(MT),수입금액,수입 실적,,66428,,,
크로아티아,합계(MT),수입물량,수입 실적,,44885,,,
크로아티아,동      광(MT),수입%,수입 실적,,1,,,
크로아티아,동      광(MT),수입금액,수입 실적,,66397,,,
크로아티아,동      광(MT),수입물량,수입 실적,,44846,,,
키르기스스탄,석 재(MT),수입%,수입 실적,,0,,,
키르기스스탄,석 재(MT),수입금액,수입 실적,,8,,,
키르기스스탄,석 재(MT),수입물량,수입 실적,,80,,,
키르기스스탄,합계(MT),수입%,수입 실적,,0,,,
키르기스스탄,합계(MT),수입금액,수입 실적,,8,,,
키르기스스탄,합계(MT),수입물량,수입 실적,,80,,,
탄자니아,합계(MT),수입%,수입 실적,,1,,,
탄자니아,합계(MT),수입금액,수입 실적,,32569,,,
탄자니아,합계(MT),수입물량,수입 실적,,8936,,,
탄자니아,동      광(MT),수입%,수입 실적,,1,,,
탄자니아,동      광(MT),수입금액,수입 실적,,32504,,,
탄자니아,동      광(MT),수입물량,수입 실적,,8518,,,
탄자니아,연      광(MT),수입%,수입 실적,,0,,,
탄자니아,연      광(MT),수입금액,수입 실적,,27,,,
탄자니아,연      광(MT),수입물량,수입 실적,,5,,,
탄자니아,망  간  광(MT),수입%,수입 실적,,0,,,
탄자니아,망  간  광(MT),수입금액,수입 실적,,27,,,
탄자니아,망  간  광(MT),수입물량,수입 실적,,325,,,
탄자니아,니      켈(MT),수입%,수입 실적,,0,,,
탄자니아,니      켈(MT),수입금액,수입 실적,,11,,,
탄자니아,니      켈(MT),수입물량,수입 실적,,89,,,
탄자니아,기타  금속(MT),수입%,수입 실적,,0,,,
탄자니아,기타  금속(MT),수입금액,수입 실적,,0,,,
탄자니아,기타  금속(MT),수입물량,수입 실적,,0,,,
탄자니아,인상  흑연(MT),수입%,수입 실적,,0,,,
탄자니아,인상  흑연(MT),수입금액,수입 실적,,0,,,
탄자니아,인상  흑연(MT),수입물량,수입 실적,,0,,,
탄자니아,유      황(MT),수입%,수입 실적,,0,,,
탄자니아,유      황(MT),수입금액,수입 실적,,0,,,
탄자니아,유      황(MT),수입물량,수입 실적,,0,,,
탄자니아,운      모(MT),수입%,수입 실적,,0,,,
탄자니아,운      모(MT),수입금액,수입 실적,,0,,,
탄자니아,운      모(MT),수입물량,수입 실적,,0,,,
탄자니아,기타비금속(MT),수입%,수입 실적,,0,,,
탄자니아,기타비금속(MT),수입금액,수입 실적,,0,,,
탄자니아,기타비금속(MT),수입물량,수입 실적,,0,,,
태국,석 재(MT),수입%,수입 실적,,0,,15.87,100.9925
태국,석 재(MT),수입금액,수입 실적,,0,,15.87,100.9925
태국,석 재(MT),수입물량,수입 실적,,0,,15.87,100.9925
태국,합계(MT),수입%,수입 실적,,39,,15.87,100.9925
태국,합계(MT),수입금액,수입 실적,,21214,,15.87,100.9925
태국,합계(MT),수입물량,수입 실적,,300915,,15.87,100.9925
태국,동      광(MT),수입%,수입 실적,,0,,15.87,100.9925
태국,동      광(MT),수입금액,수입 실적,,312,,15.87,100.9925
태국,동      광(MT),수입물량,수입 실적,,164,,15.87,100.9925
태국,아  연  광(MT),수입%,수입 실적,,0,,15.87,100.9925
태국,아  연  광(MT),수입금액,수입 실적,,125,,15.87,100.9925
태국,아  연  광(MT),수입물량,수입 실적,,175,,15.87,100.9925
태국,텅 스 텐광(MT),수입%,수입 실적,,0,,15.87,100.9925
태국,텅 스 텐광(MT),수입금액,수입 실적,,0,,15.87,100.9925
태국,텅 스 텐광(MT),수입물량,수입 실적,,0,,15.87,100.9925
태국,몰리브덴광(MT),수입%,수입 실적,,1,,15.87,100.9925
태국,몰리브덴광(MT),수입금액,수입 실적,,9197,,15.87,100.9925
태국,몰리브덴광(MT),수입물량,수입 실적,,280,,15.87,100.9925
태국,니      켈(MT),수입%,수입 실적,,0,,15.87,100.9925
태국,니      켈(MT),수입금액,수입 실적,,0,,15.87,100.9925
태국,니      켈(MT),수입물량,수입 실적,,0,,15.87,100.9925
태국,질 코 늄광(MT),수입%,수입 실적,,0,,15.87,100.9925
태국,질 코 늄광(MT),수입금액,수입 실적,,0,,15.87,100.9925
태국,질 코 늄광(MT),수입물량,수입 실적,,0,,15.87,100.9925
태국,백  금  광(Kg),수입%,수입 실적,,0,,15.87,100.9925
태국,백  금  광(Kg),수입금액,수입 실적,,0,,15.87,100.9925
태국,백  금  광(Kg),수입물량,수입 실적,,0,,15.87,100.9925
태국,탄 탈 륨광(MT),수입%,수입 실적,,1,,15.87,100.9925
태국,탄 탈 륨광(MT),수입금액,수입 실적,,0,,15.87,100.9925
태국,탄 탈 륨광(MT),수입물량,수입 실적,,0,,15.87,100.9925
태국,바 나 듐광(MT),수입%,수입 실적,,0,,15.87,100.9925
태국,바 나 듐광(MT),수입금액,수입 실적,,0,,15.87,100.9925
태국,바 나 듐광(MT),수입물량,수입 실적,,0,,15.87,100.9925
태국,토상  흑연(MT),수입%,수입 실적,,0,,15.87,100.9925
태국,토상  흑연(MT),수입금액,수입 실적,,0,,15.87,100.9925
태국,토상  흑연(MT),수입물량,수입 실적,,0,,15.87,100.9925
태국,활      석(MT),수입%,수입 실적,,0,,15.87,100.9925
태국,활      석(MT),수입금액,수입 실적,,89,,15.87,100.9925
태국,활      석(MT),수입물량,수입 실적,,11,,15.87,100.9925
태국,납      석(MT),수입%,수입 실적,,0,,15.87,100.9925
태국,납      석(MT),수입금액,수입 실적,,0,,15.87,100.9925
태국,납      석(MT),수입물량,수입 실적,,0,,15.87,100.9925
태국,장      석(MT),수입%,수입 실적,,7,,15.87,100.9925
태국,장      석(MT),수입금액,수입 실적,,94,,15.87,100.9925
태국,장      석(MT),수입물량,수입 실적,,317,,15.87,100.9925
태국,고  령  토(MT),수입%,수입 실적,,0,,15.87,100.9925
태국,고  령  토(MT),수입금액,수입 실적,,26,,15.87,100.9925
태국,고  령  토(MT),수입물량,수입 실적,,87,,15.87,100.9925
태국,석  회  석(MT),수입%,수입 실적,,0,,15.87,100.9925
태국,석  회  석(MT),수입금액,수입 실적,,0,,15.87,100.9925
태국,석  회  석(MT),수입물량,수입 실적,,0,,15.87,100.9925
태국,규      석(MT),수입%,수입 실적,,0,,15.87,100.9925
태국,규      석(MT),수입금액,수입 실적,,8,,15.87,100.9925
태국,규      석(MT),수입물량,수입 실적,,20,,15.87,100.9925
태국,규      사(MT),수입%,수입 실적,,0,,15.87,100.9925
태국,규      사(MT),수입금액,수입 실적,,0,,15.87,100.9925
태국,규      사(MT),수입물량,수입 실적,,0,,15.87,100.9925
태국,규  조  토(MT),수입%,수입 실적,,0,,15.87,100.9925
태국,규  조  토(MT),수입금액,수입 실적,,136,,15.87,100.9925
태국,규  조  토(MT),수입물량,수입 실적,,280,,15.87,100.9925
태국,형      석(MT),수입%,수입 실적,,0,,15.87,100.9925
태국,형      석(MT),수입금액,수입 실적,,7,,15.87,100.9925
태국,형      석(MT),수입물량,수입 실적,,20,,15.87,100.9925
태국,인  광  석(MT),수입%,수입 실적,,0,,15.87,100.9925
태국,인  광  석(MT),수입금액,수입 실적,,0,,15.87,100.9925
태국,인  광  석(MT),수입물량,수입 실적,,0,,15.87,100.9925
태국,유      황(MT),수입%,수입 실적,,0,,15.87,100.9925
태국,유      황(MT),수입금액,수입 실적,,0,,15.87,100.9925
태국,유      황(MT),수입물량,수입 실적,,0,,15.87,100.9925
태국,운      모(MT),수입%,수입 실적,,0,,15.87,100.9925
태국,운      모(MT),수입금액,수입 실적,,0,,15.87,100.9925
태국,운      모(MT),수입물량,수입 실적,,0,,15.87,100.9925
태국,중  정  석(MT),수입%,수입 실적,,1,,15.87,100.9925
태국,중  정  석(MT),수입금액,수입 실적,,67,,15.87,100.9925
태국,중  정  석(MT),수입물량,수입 실적,,210,,15.87,100.9925
태국,석      고(MT),수입%,수입 실적,,27,,15.87,100.9925
태국,석      고(MT),수입금액,수입 실적,,10969,,15.87,100.9925
태국,석      고(MT),수입물량,수입 실적,,299350,,15.87,100.9925
태국,수      정(MT),수입%,수입 실적,,2,,15.87,100.9925
태국,수      정(MT),수입금액,수입 실적,,3,,15.87,100.9925
태국,수      정(MT),수입물량,수입 실적,,0,,15.87,100.9925
태국,붕  소  광(MT),수입%,수입 실적,,0,,15.87,100.9925
태국,붕  소  광(MT),수입금액,수입 실적,,0,,15.87,100.9925
태국,붕  소  광(MT),수입물량,수입 실적,,0,,15.87,100.9925
태국,금  강  석(Kg),수입%,수입 실적,,0,,15.87,100.9925
태국,금  강  석(Kg),수입금액,수입 실적,,181,,15.87,100.9925
태국,금  강  석(Kg),수입물량,수입 실적,,8,,15.87,100.9925
태국,기타비금속(MT),수입%,수입 실적,,0,,15.87,100.9925
태국,기타비금속(MT),수입금액,수입 실적,,0,,15.87,100.9925
태국,기타비금속(MT),수입물량,수입 실적,,0,,15.87,100.9925
토고,합계(MT),수입%,수입 실적,,33,,,
토고,합계(MT),수입금액,수입 실적,,32895,,,
토고,합계(MT),수입물량,수입 실적,,127920,,,
토고,석  회  석(MT),수입%,수입 실적,,0,,,
토고,석  회  석(MT),수입금액,수입 실적,,0,,,
토고,석  회  석(MT),수입물량,수입 실적,,0,,,
토고,인  광  석(MT),수입%,수입 실적,,33,,,
토고,인  광  석(MT),수입금액,수입 실적,,32895,,,
토고,인  광  석(MT),수입물량,수입 실적,,127920,,,
튀르키예,석 재(MT),수입%,수입 실적,,1,,38.9637,35.2433
튀르키예,석 재(MT),수입금액,수입 실적,,4897,,38.9637,35.2433
튀르키예,석 재(MT),수입물량,수입 실적,,9694,,38.9637,35.2433
튀르키예,합계(MT),수입%,수입 실적,,126,,38.9637,35.2433
튀르키예,합계(MT),수입금액,수입 실적,,54980,,38.9637,35.2433
튀르키예,합계(MT),수입물량,수입 실적,,101562,,38.9637,35.2433
튀르키예,금      광(Kg),수입%,수입 실적,,0,,38.9637,35.2433
튀르키예,금      광(Kg),수입금액,수입 실적,,201,,38.9637,35.2433
튀르키예,금      광(Kg),수입물량,수입 실적,,236,,38.9637,35.2433
튀르키예,동      광(MT),수입%,수입 실적,,0,,38.9637,35.2433
튀르키예,동      광(MT),수입금액,수입 실적,,994,,38.9637,35.2433
튀르키예,동      광(MT),수입물량,수입 실적,,47,,38.9637,35.2433
튀르키예,연      광(MT),수입%,수입 실적,,1,,38.9637,35.2433
튀르키예,연      광(MT),수입금액,수입 실적,,12518,,38.9637,35.2433
튀르키예,연      광(MT),수입물량,수입 실적,,6018,,38.9637,35.2433
튀르키예,아  연  광(MT),수입%,수입 실적,,1,,38.9637,35.2433
튀르키예,아  연  광(MT),수입금액,수입 실적,,24084,,38.9637,35.2433
튀르키예,아  연  광(MT),수입물량,수입 실적,,21441,,38.9637,35.2433
튀르키예,니      켈(MT),수입%,수입 실적,,0,,38.9637,35.2433
튀르키예,니      켈(MT),수입금액,수입 실적,,0,,38.9637,35.2433
튀르키예,니      켈(MT),수입물량,수입 실적,,0,,38.9637,35.2433
튀르키예,크  롬  광(MT),수입%,수입 실적,,1,,38.9637,35.2433
튀르키예,크  롬  광(MT),수입금액,수입 실적,,10,,38.9637,35.2433
튀르키예,크  롬  광(MT),수입물량,수입 실적,,2,,38.9637,35.2433
튀르키예,기타  금속(MT),수입%,수입 실적,,0,,38.9637,35.2433
튀르키예,기타  금속(MT),수입금액,수입 실적,,0,,38.9637,35.2433
튀르키예,기타  금속(MT),수입물량,수입 실적,,0,,38.9637,35.2433
튀르키예,활      석(MT),수입%,수입 실적,,0,,38.9637,35.2433
튀르키예,활      석(MT),수입금액,수입 실적,,0,,38.9637,35.2433
튀르키예,활      석(MT),수입물량,수입 실적,,0,,38.9637,35.2433
튀르키예,납      석(MT),수입%,수입 실적,,0,,38.9637,35.2433
튀르키예,납      석(MT),수입금액,수입 실적,,0,,38.9637,35.2433
튀르키예,납      석(MT),수입물량,수입 실적,,0,,38.9637,35.2433
튀르키예,장      석(MT),수입%,수입 실적,,6,,38.9637,35.2433
튀르키예,장      석(MT),수입금액,수입 실적,,80,,38.9637,35.2433
튀르키예,장      석(MT),수입물량,수입 실적,,260,,38.9637,35.2433
튀르키예,고  령  토(MT),수입%,수입 실적,,2,,38.9637,35.2433
튀르키예,고  령  토(MT),수입금액,수입 실적,,1210,,38.9637,35.2433
튀르키예,고  령  토(MT),수입물량,수입 실적,,6395,,38.9637,35.2433
튀르키예,석  회  석(MT),수입%,수입 실적,,0,,38.9637,35.2433
튀르키예,석  회  석(MT),수입금액,수입 실적,,223,,38.9637,35.2433
튀르키예,석  회  석(MT),수입물량,수입 실적,,972,,38.9637,35.2433
튀르키예,규      석(MT),수입%,수입 실적,,6,,38.9637,35.2433
튀르키예,규      석(MT),수입금액,수입 실적,,1232,,38.9637,35.2433
튀르키예,규      석(MT),수입물량,수입 실적,,5060,,38.9637,35.2433
튀르키예,규      사(MT),수입%,수입 실적,,0,,38.9637,35.2433
튀르키예,규      사(MT),수입금액,수입 실적,,0,,38.9637,35.2433
튀르키예,규      사(MT),수입물량,수입 실적,,0,,38.9637,35.2433
튀르키예,규  조  토(MT),수입%,수입 실적,,0,,38.9637,35.2433
튀르키예,규  조  토(MT),수입금액,수입 실적,,0,,38.9637,35.2433
튀르키예,규  조  토(MT),수입물량,수입 실적,,0,,38.9637,35.2433
튀르키예,유      황(MT),수입%,수입 실적,,0,,38.9637,35.2433
튀르키예,유      황(MT),수입금액,수입 실적,,0,,38.9637,35.2433
튀르키예,유      황(MT),수입물량,수입 실적,,0,,38.9637,35.2433
튀르키예,운      모(MT),수입%,수입 실적,,15,,38.9637,35.2433
튀르키예,운      모(MT),수입금액,수입 실적,,3639,,38.9637,35.2433
튀르키예,운      모(MT),수입물량,수입 실적,,40486,,38.9637,35.2433
튀르키예,중  정  석(MT),수입%,수입 실적,,0,,38.9637,35.2433
튀르키예,중  정  석(MT),수입금액,수입 실적,,0,,38.9637,35.2433
튀르키예,중  정  석(MT),수입물량,수입 실적,,0,,38.9637,35.2433
튀르키예,마그네사이트(MT),수입%,수입 실적,,0,,38.9637,35.2433
튀르키예,마그네사이트(MT),수입금액,수입 실적,,2,,38.9637,35.2433
튀르키예,마그네사이트(MT),수입물량,수입 실적,,2,,38.9637,35.2433
튀르키예,석      고(MT),수입%,수입 실적,,0,,38.9637,35.2433
튀르키예,석      고(MT),수입금액,수입 실적,,90,,38.9637,35.2433
튀르키예,석      고(MT),수입물량,수입 실적,,104,,38.9637,35.2433
튀르키예,명  반  석(MT),수입%,수입 실적,,1,,38.9637,35.2433
튀르키예,명  반  석(MT),수입금액,수입 실적,,0,,38.9637,35.2433
튀르키예,명  반  석(MT),수입물량,수입 실적,,0,,38.9637,35.2433
튀르키예,붕  소  광(MT),수입%,수입 실적,,92,,38.9637,35.2433
튀르키예,붕  소  광(MT),수입금액,수입 실적,,5799,,38.9637,35.2433
튀르키예,붕  소  광(MT),수입물량,수입 실적,,11080,,38.9637,35.2433
튀르키예,기타비금속(MT),수입%,수입 실적,,0,,38.9637,35.2433
튀르키예,기타비금속(MT),수입금액,수입 실적,,0,,38.9637,35.2433
튀르키예,기타비금속(MT),수입물량,수입 실적,,0,,38.9637,35.2433
튀르키예,유  연  탄(MT),수입%,수입 실적,,0,,38.9637,35.2433
튀르키예,유  연  탄(MT),수입금액,수입 실적,,1,,38.9637,35.2433
튀르키예,유  연  탄(MT),수입물량,수입 실적,,0,,38.9637,35.2433
튀르키예,갈      탄(MT),수입%,수입 실적,,0,,38.9637,35.2433
튀르키예,갈      탄(MT),수입금액,수입 실적,,0,,38.9637,35.2433
튀르키예,갈      탄(MT),수입물량,수입 실적,,0,,38.9637,35.2433
파나마,합계(MT),수입%,수입 실적,,5,,,
파나마,합계(MT),수입금액,수입 실적,,267768,,,
파나마,합계(MT),수입물량,수입 실적,,121499,,,
파나마,동      광(MT),수입%,수입 실적,,5,,,
파나마,동      광(MT),수입금액,수입 실적,,267768,,,
파나마,동      광(MT),수입물량,수입 실적,,121499,,,
파나마,규      사(MT),수입%,수입 실적,,0,,,
파나마,규      사(MT),수입금액,수입 실적,,0,,,
파나마,규      사(MT),수입물량,수입 실적,,0,,,
파나마,무  연  탄(MT),수입%,수입 실적,,0,,,
파나마,무  연  탄(MT),수입금액,수입 실적,,0,,,
파나마,무  연  탄(MT),수입물량,수입 실적,,0,,,
파라과이,합계(MT),수입%,수입 실적,,0,,,
파라과이,합계(MT),수입금액,수입 실적,,0,,,
파라과이,합계(MT),수입물량,수입 실적,,0,,,
파라과이,석      고(MT),수입%,수입 실적,,0,,,
파라과이,석      고(MT),수입금액,수입 실적,,0,,,
파라과이,석      고(MT),수입물량,수입 실적,,0,,,
파키스탄,석 재(MT),수입%,수입 실적,,0,,30.3753,69.3451
파키스탄,석 재(MT),수입금액,수입 실적,,2395,,30.3753,69.3451
파키스탄,석 재(MT),수입물량,수입 실적,,9068,,30.3753,69.3451
파키스탄,합계(MT),수입%,수입 실적,,90,,30.3753,69.3451
파키스탄,합계(MT),수입금액,수입 실적,,20159,,30.3753,69.3451
파키스탄,합계(MT),수입물량,수입 실적,,109568,,30.3753,69.3451
파키스탄,철      광(MT),수입%,수입 실적,,0,,30.3753,69.3451
파키스탄,철      광(MT),수입금액,수입 실적,,0,,30.3753,69.3451
파키스탄,철      광(MT),수입물량,수입 실적,,0,,30.3753,69.3451
파키스탄,크  롬  광(MT),수입%,수입 실적,,43,,30.3753,69.3451
파키스탄,크  롬  광(MT),수입금액,수입 실적,,780,,30.3753,69.3451
파키스탄,크  롬  광(MT),수입물량,수입 실적,,1224,,30.3753,69.3451
파키스탄,기타  금속(MT),수입%,수입 실적,,0,,30.3753,69.3451
파키스탄,기타  금속(MT),수입금액,수입 실적,,0,,30.3753,69.3451
파키스탄,기타  금속(MT),수입물량,수입 실적,,0,,30.3753,69.3451
파키스탄,활      석(MT),수입%,수입 실적,,41,,30.3753,69.3451
파키스탄,활      석(MT),수입금액,수입 실적,,15000,,30.3753,69.3451
파키스탄,활      석(MT),수입물량,수입 실적,,89716,,30.3753,69.3451
파키스탄,장      석(MT),수입%,수입 실적,,0,,30.3753,69.3451
파키스탄,장      석(MT),수입금액,수입 실적,,0,,30.3753,69.3451
파키스탄,장      석(MT),수입물량,수입 실적,,0,,30.3753,69.3451
파키스탄,고  령  토(MT),수입%,수입 실적,,0,,30.3753,69.3451
파키스탄,고  령  토(MT),수입금액,수입 실적,,0,,30.3753,69.3451
파키스탄,고  령  토(MT),수입물량,수입 실적,,0,,30.3753,69.3451
파키스탄,석  회  석(MT),수입%,수입 실적,,0,,30.3753,69.3451
파키스탄,석  회  석(MT),수입금액,수입 실적,,34,,30.3753,69.3451
파키스탄,석  회  석(MT),수입물량,수입 실적,,256,,30.3753,69.3451
파키스탄,규      석(MT),수입%,수입 실적,,0,,30.3753,69.3451
파키스탄,규      석(MT),수입금액,수입 실적,,75,,30.3753,69.3451
파키스탄,규      석(MT),수입물량,수입 실적,,853,,30.3753,69.3451
파키스탄,규      사(MT),수입%,수입 실적,,0,,30.3753,69.3451
파키스탄,규      사(MT),수입금액,수입 실적,,0,,30.3753,69.3451
파키스탄,규      사(MT),수입물량,수입 실적,,0,,30.3753,69.3451
파키스탄,형      석(MT),수입%,수입 실적,,5,,30.3753,69.3451
파키스탄,형      석(MT),수입금액,수입 실적,,1531,,30.3753,69.3451
파키스탄,형      석(MT),수입물량,수입 실적,,6307,,30.3753,69.3451
파키스탄,인  광  석(MT),수입%,수입 실적,,0,,30.3753,69.3451
파키스탄,인  광  석(MT),수입금액,수입 실적,,268,,30.3753,69.3451
파키스탄,인  광  석(MT),수입물량,수입 실적,,2024,,30.3753,69.3451
파키스탄,유      황(MT),수입%,수입 실적,,0,,30.3753,69.3451
파키스탄,유      황(MT),수입금액,수입 실적,,0,,30.3753,69.3451
파키스탄,유      황(MT),수입물량,수입 실적,,0,,30.3753,69.3451
파키스탄,운      모(MT),수입%,수입 실적,,0,,30.3753,69.3451
파키스탄,운      모(MT),수입금액,수입 실적,,0,,30.3753,69.3451
파키스탄,운      모(MT),수입물량,수입 실적,,0,,30.3753,69.3451
파키스탄,중  정  석(MT),수입%,수입 실적,,0,,30.3753,69.3451
파키스탄,중  정  석(MT),수입금액,수입 실적,,0,,30.3753,69.3451
파키스탄,중  정  석(MT),수입물량,수입 실적,,0,,30.3753,69.3451
파키스탄,석      고(MT),수입%,수입 실적,,0,,30.3753,69.3451
파키스탄,석      고(MT),수입금액,수입 실적,,0,,30.3753,69.3451
파키스탄,석      고(MT),수입물량,수입 실적,,0,,30.3753,69.3451
파키스탄,수      정(MT),수입%,수입 실적,,0,,30.3753,69.3451
파키스탄,수      정(MT),수입금액,수입 실적,,0,,30.3753,69.3451
파키스탄,수      정(MT),수입물량,수입 실적,,0,,30.3753,69.3451
파키스탄,기타비금속(MT),수입%,수입 실적,,0,,30.3753,69.3451
파키스탄,기타비금속(MT),수입금액,수입 실적,,76,,30.3753,69.3451
파키스탄,기타비금속(MT),수입물량,수입 실적,,120,,30.3753,69.3451
파푸아 뉴기니,합계(MT),수입%,수입 실적,,80,,,
파푸아 뉴기니,합계(MT),수입금액,수입 실적,,86316,,,
파푸아 뉴기니,합계(MT),수입물량,수입 실적,,9,,,
파푸아 뉴기니,금      광(Kg),수입%,수입 실적,,80,,,
파푸아 뉴기니,금      광(Kg),수입금액,수입 실적,,86316,,,
파푸아 뉴기니,금      광(Kg),수입물량,수입 실적,,9212,,,
파푸아 뉴기니,유      황(MT),수입%,수입 실적,,0,,,
파푸아 뉴기니,유      황(MT),수입금액,수입 실적,,0,,,
파푸아 뉴기니,유      황(MT),수입물량,수입 실적,,0,,,
파푸아 뉴기니,기타비금속(MT),수입%,수입 실적,,0,,,
파푸아 뉴기니,기타비금속(MT),수입금액,수입 실적,,0,,,
파푸아 뉴기니,기타비금속(MT),수입물량,수입 실적,,0,,,
페루,석 재(MT),수입%,수입 실적,,0,,-9.19,-75.0152
페루,석 재(MT),수입금액,수입 실적,,0,,-9.19,-75.0152
페루,석 재(MT),수입물량,수입 실적,,0,,-9.19,-75.0152
페루,합계(MT),수입%,수입 실적,,78,,-9.19,-75.0152
페루,합계(MT),수입금액,수입 실적,,1523828,,-9.19,-75.0152
페루,합계(MT),수입물량,수입 실적,,1035718,,-9.19,-75.0152
페루,은      광(Kg),수입%,수입 실적,,14,,-9.19,-75.0152
페루,은      광(Kg),수입금액,수입 실적,,47598,,-9.19,-75.0152
페루,은      광(Kg),수입물량,수입 실적,,10448,,-9.19,-75.0152
페루,동      광(MT),수입%,수입 실적,,12,,-9.19,-75.0152
페루,동      광(MT),수입금액,수입 실적,,684873,,-9.19,-75.0152
페루,동      광(MT),수입물량,수입 실적,,308441,,-9.19,-75.0152
페루,연      광(MT),수입%,수입 실적,,25,,-9.19,-75.0152
페루,연      광(MT),수입금액,수입 실적,,379508,,-9.19,-75.0152
페루,연      광(MT),수입물량,수입 실적,,138273,,-9.19,-75.0152
페루,아  연  광(MT),수입%,수입 실적,,16,,-9.19,-75.0152
페루,아  연  광(MT),수입금액,수입 실적,,283559,,-9.19,-75.0152
페루,아  연  광(MT),수입물량,수입 실적,,330675,,-9.19,-75.0152
페루,몰리브덴광(MT),수입%,수입 실적,,5,,-9.19,-75.0152
페루,몰리브덴광(MT),수입금액,수입 실적,,67026,,-9.19,-75.0152
페루,몰리브덴광(MT),수입물량,수입 실적,,2363,,-9.19,-75.0152
페루,백  금  광(Kg),수입%,수입 실적,,0,,-9.19,-75.0152
페루,백  금  광(Kg),수입금액,수입 실적,,0,,-9.19,-75.0152
페루,백  금  광(Kg),수입물량,수입 실적,,0,,-9.19,-75.0152
페루,규  조  토(MT),수입%,수입 실적,,0,,-9.19,-75.0152
페루,규  조  토(MT),수입금액,수입 실적,,0,,-9.19,-75.0152
페루,규  조  토(MT),수입물량,수입 실적,,0,,-9.19,-75.0152
페루,유      황(MT),수입%,수입 실적,,0,,-9.19,-75.0152
페루,유      황(MT),수입금액,수입 실적,,0,,-9.19,-75.0152
페루,유      황(MT),수입물량,수입 실적,,0,,-9.19,-75.0152
페루,무  연  탄(MT),수입%,수입 실적,,6,,-9.19,-75.0152
페루,무  연  탄(MT),수입금액,수입 실적,,61262,,-9.19,-75.0152
페루,무  연  탄(MT),수입물량,수입 실적,,255956,,-9.19,-75.0152
페루,유  연  탄(MT),수입%,수입 실적,,0,,-9.19,-75.0152
페루,유  연  탄(MT),수입금액,수입 실적,,2,,-9.19,-75.0152
페루,유  연  탄(MT),수입물량,수입 실적,,0,,-9.19,-75.0152
포루투갈,석 재(MT),수입%,수입 실적,,0,,,
포루투갈,석 재(MT),수입금액,수입 실적,,624,,,
포루투갈,석 재(MT),수입물량,수입 실적,,716,,,
포루투갈,합계(MT),수입%,수입 실적,,0,,,
포루투갈,합계(MT),수입금액,수입 실적,,1506,,,
포루투갈,합계(MT),수입물량,수입 실적,,2138,,,
포루투갈,연      광(MT),수입%,수입 실적,,0,,,
포루투갈,연      광(MT),수입금액,수입 실적,,781,,,
포루투갈,연      광(MT),수입물량,수입 실적,,894,,,
포루투갈,텅 스 텐광(MT),수입%,수입 실적,,0,,,
포루투갈,텅 스 텐광(MT),수입금액,수입 실적,,0,,,
포루투갈,텅 스 텐광(MT),수입물량,수입 실적,,0,,,
포루투갈,고  령  토(MT),수입%,수입 실적,,0,,,
포루투갈,고  령  토(MT),수입금액,수입 실적,,101,,,
포루투갈,고  령  토(MT),수입물량,수입 실적,,528,,,
포루투갈,규      석(MT),수입%,수입 실적,,0,,,
포루투갈,규      석(MT),수입금액,수입 실적,,0,,,
포루투갈,규      석(MT),수입물량,수입 실적,,0,,,
폴란드,석 재(MT),수입%,수입 실적,,0,,51.9194,19.1451
폴란드,석 재(MT),수입금액,수입 실적,,0,,51.9194,19.1451
폴란드,석 재(MT),수입물량,수입 실적,,0,,51.9194,19.1451
폴란드,합계(MT),수입%,수입 실적,,2,,51.9194,19.1451
폴란드,합계(MT),수입금액,수입 실적,,824,,51.9194,19.1451
폴란드,합계(MT),수입물량,수입 실적,,1362,,51.9194,19.1451
폴란드,동      광(MT),수입%,수입 실적,,0,,51.9194,19.1451
폴란드,동      광(MT),수입금액,수입 실적,,434,,51.9194,19.1451
폴란드,동      광(MT),수입물량,수입 실적,,45,,51.9194,19.1451
폴란드,활      석(MT),수입%,수입 실적,,0,,51.9194,19.1451
폴란드,활      석(MT),수입금액,수입 실적,,0,,51.9194,19.1451
폴란드,활      석(MT),수입물량,수입 실적,,0,,51.9194,19.1451
폴란드,장      석(MT),수입%,수입 실적,,0,,51.9194,19.1451
폴란드,장      석(MT),수입금액,수입 실적,,0,,51.9194,19.1451
폴란드,장      석(MT),수입물량,수입 실적,,0,,51.9194,19.1451
폴란드,규      사(MT),수입%,수입 실적,,0,,51.9194,19.1451
폴란드,규      사(MT),수입금액,수입 실적,,38,,51.9194,19.1451
